,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1330,47,Beijing,China Open,2007-09-20,2,Outdoor,Hard,2nd Round,3,Dementieva E.,Paszek T.,15.0,39.0,1686.0,744.25,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.61,2.2,1.69,2.1,1.55,2.35,1.649,2.44,1.65,2.18,2007-W-T2-CHN-01A-2007,Beijing,Hard,28,T2,2007-09-20,18,200108,4.0,,Dementieva E.,R,180.0,RUS,25.9219712526,15.0,1686.0,201481,,,Paszek T.,R,165.0,AUT,16.7802874743,39.0,744.0,6-2 6-0,3,R16,,3.0,2.0,35.0,20.0,17.0,8.0,,1.0,2.0,0.0,1.0,46.0,31.0,12.0,4.0,,5.0,11.0
1331,47,Beijing,China Open,2007-09-20,2,Outdoor,Hard,2nd Round,3,Jankovic J.,Ruano Pascual V.,3.0,96.0,3365.0,363.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.02,13,1.03,12.0,1.04,9.25,1.05,16.0,1.05,9.0,2007-W-T2-CHN-01A-2007,Beijing,Hard,28,T2,2007-09-20,20,201347,2.0,,Jankovic J.,R,177.0,SRB,22.5489390828,3.0,3365.0,200118,,,Ruano Pascual V.,R,169.0,ESP,33.9876796715,96.0,363.0,6-0 6-0,3,R16,,1.0,0.0,31.0,24.0,19.0,5.0,,0.0,0.0,0.0,5.0,39.0,23.0,8.0,2.0,,3.0,9.0
1332,48,Kolkata,Sunfeast Open,2007-09-17,3,Indoor,Greenset,1st Round,3,Ivanova E.,Cavaday N.,172.0,193.0,185.0,156.0,6.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,,,2.15,1.66,,,,,,,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-17,11,201511,,Q,Ivanova E.,R,,RUS,19.7481177276,172.0,185.0,201471,,Q,Cavaday N.,L,,GBR,18.3983572895,193.0,156.0,6-3 2-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1333,48,Kolkata,Sunfeast Open,2007-09-17,3,Indoor,Greenset,1st Round,3,Dellacqua C.,Wozniak A.,85.0,104.0,392.0,331.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,,,1.493,2.83,,,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-17,7,201348,,,Dellacqua C.,L,,AUS,22.5954825462,85.0,392.0,201486,,,Wozniak A.,R,175.0,CAN,20.0273785079,104.0,331.0,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1334,48,Kolkata,Sunfeast Open,2007-09-17,3,Indoor,Greenset,1st Round,3,Gajdosova J.,Fedossova Y.,132.0,127.0,258.5,266.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.87,1.87,,,1.671,2.39,1.6,2.25,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-17,14,201457,,,Gajdosova J.,R,174.0,AUS,20.3942505133,132.0,258.0,201430,,,Fedossova Y.,R,,FRA,19.2114989733,127.0,266.0,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1335,48,Kolkata,Sunfeast Open,2007-09-17,3,Indoor,Greenset,1st Round,3,Kirilenko M.,Uberoi N.,35.0,267.0,808.0,91.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.08,7.0,1.06,7.9,1.07,12.24,1.08,7.4,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-17,12,201373,4.0,,Kirilenko M.,R,173.0,RUS,20.643394935,35.0,808.0,202324,,Q,Uberoi N.,R,,USA,21.6098562628,267.0,91.0,6-2 6-2,3,R32,,6.0,2.0,40.0,28.0,22.0,8.0,,0.0,1.0,0.0,5.0,53.0,36.0,19.0,4.0,,3.0,8.0
1336,48,Kolkata,Sunfeast Open,2007-09-18,3,Indoor,Greenset,1st Round,3,Rodionova A.,Sromova H.,94.0,128.0,367.0,264.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.55,2.35,1.57,2.3,1.741,2.25,1.66,2.16,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-18,15,201370,,,Rodionova A.,R,167.0,AUS,25.3497604381,94.0,367.0,201453,,,Sromova H.,U,,CZE,29.4373716632,128.0,264.0,6-3 6-2,3,R32,,0.0,3.0,46.0,34.0,21.0,5.0,,1.0,4.0,0.0,4.0,72.0,51.0,23.0,7.0,,5.0,12.0
1337,48,Kolkata,Sunfeast Open,2007-09-18,3,Indoor,Greenset,1st Round,3,Poutchek T.,Kudryavtseva A.,100.0,67.0,348.0,459.25,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.62,1.44,2.7,1.43,2.5,1.5,2.78,1.524,2.58,1.48,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-18,4,201284,,,Poutchek T.,R,,BLR,28.6872005476,100.0,348.0,201485,5.0,,Kudryavtseva A.,R,,RUS,19.871321013,67.0,459.0,6-3 6-3,3,R32,,0.0,2.0,55.0,35.0,24.0,11.0,,4.0,6.0,0.0,2.0,60.0,35.0,16.0,11.0,,3.0,8.0
1338,48,Kolkata,Sunfeast Open,2007-09-18,3,Indoor,Greenset,1st Round,3,Arvidsson S.,Brianti A.,149.0,131.0,224.0,259.5,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.57,2.25,1.53,2.4,1.65,2.15,1.629,2.49,1.6,2.28,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-18,3,201387,,,Arvidsson S.,R,176.0,SWE,23.5838466804,149.0,224.0,201462,,,Brianti A.,R,,ITA,27.4496919918,131.0,259.0,6-2 7-5,3,R32,,3.0,1.0,73.0,50.0,37.0,9.0,,6.0,7.0,5.0,6.0,82.0,44.0,26.0,18.0,,6.0,10.0
1339,48,Kolkata,Sunfeast Open,2007-09-18,3,Indoor,Greenset,1st Round,3,Obziler T.,Shvedova Y.,112.0,88.0,315.5,384.0,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,2.0,1.72,1.87,1.87,,,2.02,1.893,1.95,1.8,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-18,8,200014,,,Obziler T.,R,,ISR,34.4120465435,112.0,315.0,201468,9.0,,Shvedova Y.,R,180.0,KAZ,20.0136892539,88.0,384.0,7-6(6) 6-7(8) 6-1,3,R32,,4.0,2.0,110.0,71.0,47.0,21.0,,7.0,10.0,0.0,3.0,107.0,77.0,40.0,17.0,,2.0,7.0
1340,48,Kolkata,Sunfeast Open,2007-09-18,3,Indoor,Greenset,1st Round,3,Rao S.,Gumulya S.,211.0,316.0,134.5,72.25,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.57,2.25,1.58,2.3,,,1.565,2.67,,,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-18,5,202301,,WC,Rao S.,R,,IND,21.8891170431,211.0,134.0,202364,,LL,Gumulya S.,R,,INA,21.4592744695,316.0,72.0,2-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1341,48,Kolkata,Sunfeast Open,2007-09-18,3,Indoor,Greenset,1st Round,3,King V.,Bartoli M.,90.0,12.0,378.0,1999.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,5.5,1.12,5.65,1.12,5.65,1.12,8.2,1.125,5.6,1.13,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-18,1,201447,,,King V.,R,165.0,USA,18.5407255305,90.0,378.0,201294,1.0,,Bartoli M.,R,170.0,FRA,22.9568788501,12.0,1999.0,6-1 7-5,3,R32,,1.0,0.0,57.0,47.0,33.0,7.0,,0.0,1.0,0.0,3.0,78.0,57.0,33.0,7.0,,8.0,12.0
1342,48,Kolkata,Sunfeast Open,2007-09-19,3,Indoor,Greenset,1st Round,3,Keothavong A.,Errani S.,144.0,71.0,237.0,440.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.36,2.9,1.38,2.9,1.38,3.0,1.455,3.1,1.35,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-19,6,201303,,,Keothavong A.,R,175.0,GBR,24.0027378508,144.0,237.0,201506,,,Errani S.,R,164.0,ITA,20.386036961,71.0,440.0,6-4 6-4,3,R32,,5.0,3.0,58.0,27.0,18.0,15.0,,4.0,8.0,0.0,5.0,74.0,47.0,26.0,7.0,,12.0,18.0
1343,48,Kolkata,Sunfeast Open,2007-09-19,3,Indoor,Greenset,1st Round,3,Koryttseva M.,Adamczak M.,164.0,185.0,194.5,168.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2,1.63,2.2,1.72,2.05,1.741,2.25,,,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-19,2,201489,,,Koryttseva M.,R,,UKR,22.3134839151,164.0,194.0,201410,,LL,Adamczak M.,R,,AUS,24.6543463381,185.0,168.0,6-3 6-3,3,R32,,4.0,5.0,64.0,43.0,31.0,9.0,,9.0,10.0,1.0,3.0,48.0,37.0,19.0,4.0,,0.0,4.0
1344,48,Kolkata,Sunfeast Open,2007-09-19,3,Indoor,Greenset,1st Round,3,Hantuchova D.,Domachowska M.,11.0,188.0,2012.0,161.75,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,1.08,6.91,1.123,8.33,1.12,5.8,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-19,16,201290,2.0,,Hantuchova D.,R,181.0,SVK,24.4024640657,11.0,2012.0,201417,,Q,Domachowska M.,R,176.0,POL,21.6673511294,188.0,161.0,6-2 6-1,3,R32,,3.0,0.0,45.0,30.0,23.0,11.0,,1.0,1.0,3.0,1.0,49.0,24.0,10.0,14.0,,5.0,9.0
1345,48,Kolkata,Sunfeast Open,2007-09-19,3,Indoor,Greenset,1st Round,3,Pennetta F.,Iyer T.,69.0,354.0,451.0,59.25,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.12,5.5,1.11,6.0,1.12,5.65,1.155,6.86,1.13,5.6,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-19,9,201355,7.0,,Pennetta F.,R,172.0,ITA,25.5578370979,69.0,451.0,202369,,WC,Iyer T.,R,,IND,19.1923340178,354.0,59.0,6-3 6-1,3,R32,,3.0,1.0,48.0,36.0,26.0,7.0,,2.0,3.0,0.0,2.0,58.0,40.0,19.0,5.0,,3.0,8.0
1346,48,Kolkata,Sunfeast Open,2007-09-19,3,Indoor,Greenset,2nd Round,3,Obziler T.,Dellacqua C.,112.0,85.0,315.5,392.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,,,2.7,1.43,,,2.66,1.568,2.75,1.42,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-19,20,200014,,,Obziler T.,R,,ISR,34.4120465435,112.0,315.0,201348,,,Dellacqua C.,L,,AUS,22.5954825462,85.0,392.0,4-6 6-3 7-5,3,R16,,4.0,2.0,108.0,88.0,49.0,14.0,,9.0,14.0,3.0,1.0,86.0,67.0,38.0,10.0,,2.0,8.0
1347,48,Kolkata,Sunfeast Open,2007-09-19,3,Indoor,Greenset,2nd Round,3,Kirilenko M.,Ivanova E.,35.0,172.0,808.0,185.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.07,7.5,1.08,7.5,1.06,7.9,1.071,12.01,1.07,8.0,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-19,22,201373,4.0,,Kirilenko M.,R,173.0,RUS,20.643394935,35.0,808.0,201511,,Q,Ivanova E.,R,,RUS,19.7481177276,172.0,185.0,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1348,48,Kolkata,Sunfeast Open,2007-09-20,3,Indoor,Greenset,2nd Round,3,Poutchek T.,Arvidsson S.,100.0,149.0,348.0,224.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.2,1.61,2.25,1.6,2.2,1.63,2.4,1.667,2.18,1.65,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-20,18,201284,,,Poutchek T.,R,,BLR,28.6872005476,100.0,348.0,201387,,,Arvidsson S.,R,176.0,SWE,23.5838466804,149.0,224.0,6-3 6-1,3,R16,,1.0,3.0,63.0,36.0,23.0,13.0,,5.0,7.0,2.0,1.0,48.0,33.0,14.0,6.0,,1.0,7.0
1349,48,Kolkata,Sunfeast Open,2007-09-20,3,Indoor,Greenset,2nd Round,3,Pennetta F.,Amanmuradova A.,69.0,107.0,451.0,325.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.4,1.3,3.35,1.35,3.05,1.357,3.6,1.35,3.1,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-20,21,201355,7.0,,Pennetta F.,R,172.0,ITA,25.5578370979,69.0,451.0,201454,,,Amanmuradova A.,R,,UZB,23.2334017796,107.0,325.0,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1350,48,Kolkata,Sunfeast Open,2007-09-20,3,Indoor,Greenset,2nd Round,3,Koryttseva M.,King V.,164.0,90.0,194.5,378.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,3.5,1.28,3.15,1.33,3.3,1.3,3.47,1.375,3.14,1.34,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-20,17,201489,,,Koryttseva M.,R,,UKR,22.3134839151,164.0,194.0,201447,,,King V.,R,165.0,USA,18.5407255305,90.0,378.0,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1351,48,Kolkata,Sunfeast Open,2007-09-20,3,Indoor,Greenset,2nd Round,3,Hantuchova D.,Rodionova A.,11.0,94.0,2012.0,367.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.07,7.5,1.05,8.5,1.04,21.0,1.04,9.5,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-20,24,201290,2.0,,Hantuchova D.,R,181.0,SVK,24.4024640657,11.0,2012.0,201370,,,Rodionova A.,R,167.0,AUS,25.3497604381,94.0,367.0,6-2 6-1,3,R16,,2.0,0.0,39.0,28.0,21.0,8.0,,0.0,1.0,1.0,3.0,47.0,29.0,13.0,7.0,,5.0,10.0
1352,48,Kolkata,Sunfeast Open,2007-09-20,3,Indoor,Greenset,2nd Round,3,Keothavong A.,Rao S.,144.0,211.0,237.0,134.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.43,2.7,1.45,2.65,1.469,2.93,1.5,2.5,2007-W-T3-IND-02A-2007,Kolkata,Hard,32,T3,2007-09-20,19,201303,,,Keothavong A.,R,175.0,GBR,24.0027378508,144.0,237.0,202301,,WC,Rao S.,R,,IND,21.8891170431,211.0,134.0,6-3 6-2,3,R16,,7.0,4.0,56.0,35.0,30.0,5.0,,3.0,5.0,0.0,2.0,47.0,33.0,15.0,6.0,,3.0,8.0
1353,49,Portoroz,Banka Koper Slovenia Open,2007-09-17,4,Outdoor,Hard,1st Round,3,Srebotnik K.,Zec Peskiric M.,24.0,189.0,1049.0,161.5,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.06,8,1.06,8.0,1.05,8.5,1.088,10.35,1.07,8.0,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-17,12,200011,4.0,,Srebotnik K.,R,180.0,SLO,26.5160848734,24.0,1049.0,201571,,WC,Zec Peskiric M.,R,,SLO,20.6543463381,189.0,161.0,6-0 6-0,3,R32,,2.0,4.0,33.0,22.0,19.0,6.0,,1.0,1.0,0.0,6.0,28.0,11.0,2.0,2.0,,0.0,6.0
1354,49,Portoroz,Banka Koper Slovenia Open,2007-09-17,4,Outdoor,Hard,1st Round,3,Golovin T.,Osterloh L.,19.0,79.0,1414.0,410.25,6.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,Completed,1.1,6.5,1.1,6.3,1.1,6.2,1.1,9.0,1.1,6.75,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-17,1,201364,1.0,,Golovin T.,R,175.0,FRA,19.6440793977,19.0,1414.0,200068,,,Osterloh L.,R,,USA,29.4455852156,79.0,410.0,6-1 1-6 6-1,3,R32,,6.0,8.0,70.0,37.0,27.0,13.0,,4.0,8.0,0.0,3.0,64.0,43.0,22.0,8.0,,5.0,11.0
1355,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Dechy N.,Kerber A.,55.0,77.0,528.0,417.25,6.0,3.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.36,3,1.38,2.9,1.35,3.05,1.418,3.19,1.38,2.95,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,6,200109,,,Dechy N.,R,177.0,FRA,28.5694729637,55.0,528.0,201493,,,Kerber A.,L,173.0,GER,19.6632443532,77.0,417.0,6-3 3-6 7-6(5),3,R32,,4.0,5.0,107.0,76.0,47.0,13.0,,7.0,13.0,0.0,15.0,124.0,74.0,44.0,20.0,,13.0,19.0
1356,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Knapp K.,Voracova R.,53.0,110.0,530.25,316.5,4.0,6.0,6.0,1.0,7.0,6.0,2.0,1.0,Completed,1.72,2,1.66,2.15,1.63,2.2,1.662,2.41,1.57,2.34,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,2,201498,,,Knapp K.,R,180.0,ITA,20.2217659138,53.0,530.0,201339,,LL,Voracova R.,R,,CZE,23.947980835,110.0,316.0,4-6 6-1 7-6(3),3,R32,,6.0,11.0,93.0,45.0,32.0,15.0,,1.0,7.0,0.0,13.0,107.0,65.0,38.0,12.0,,6.0,14.0
1357,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Zvonareva V.,Sanchez O.,29.0,135.0,931.0,253.5,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.12,5.65,1.13,5.5,1.141,7.39,1.1,6.75,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,5,201329,5.0,,Zvonareva V.,R,172.0,RUS,23.0253251198,29.0,931.0,201491,,,Sanchez O.,U,,FRA,24.8323066393,135.0,253.0,6-3 6-3,3,R32,,4.0,2.0,50.0,31.0,23.0,11.0,,3.0,5.0,0.0,5.0,62.0,32.0,18.0,11.0,,3.0,8.0
1358,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Loit E.,Arn G.,42.0,105.0,672.0,328.75,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.8,1.95,1.72,2.05,1.917,1.99,1.84,1.92,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,9,200104,6.0,,Loit E.,L,,FRA,28.2737850787,42.0,672.0,201086,,,Arn G.,R,,HUN,28.4298425736,105.0,328.0,6-2 6-4,3,R32,,2.0,5.0,63.0,39.0,21.0,10.0,,8.0,12.0,3.0,11.0,66.0,35.0,16.0,10.0,,10.0,17.0
1359,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Bammer S.,Meusburger Y.,20.0,64.0,1298.0,468.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5,1.12,5.65,1.15,5.0,1.134,7.76,1.12,5.85,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,16,201446,2.0,,Bammer S.,L,174.0,AUT,27.3894592745,20.0,1298.0,201423,,,Meusburger Y.,R,,AUT,23.9561943874,64.0,468.0,6-2 6-1,3,R32,,2.0,3.0,53.0,36.0,24.0,11.0,,4.0,5.0,0.0,3.0,52.0,35.0,15.0,6.0,,2.0,8.0
1360,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Shaughnessy M.,Rybarikova M.,48.0,373.0,581.0,54.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.16,4.85,1.17,4.65,1.174,6.25,1.2,4.35,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,11,200046,,,Shaughnessy M.,R,,USA,28.4298425736,48.0,581.0,201517,,Q,Rybarikova M.,R,180.0,SVK,18.9514031485,373.0,54.0,6-1 6-4,3,R32,,2.0,3.0,51.0,22.0,17.0,15.0,,2.0,4.0,1.0,4.0,69.0,43.0,21.0,10.0,,9.0,15.0
1361,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Vierin N.,Lapushchenkova A.,196.0,171.0,154.0,185.25,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,,,,,,,,,,,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,10,201464,,Q,Vierin N.,U,,ITA,24.9226557153,196.0,154.0,201546,,,Lapushchenkova A.,U,,RUS,20.8980150582,171.0,185.0,6-0 6-1,3,R32,,0.0,2.0,39.0,21.0,15.0,9.0,,2.0,3.0,1.0,7.0,43.0,20.0,8.0,5.0,,4.0,11.0
1362,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Dushevina V.,Ozegovic N.,46.0,147.0,591.75,228.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.2,4.25,1.18,4.5,1.258,4.57,,,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,8,201371,8.0,,Dushevina V.,R,180.0,RUS,20.9472963723,46.0,591.0,201500,,Q,Ozegovic N.,R,,CRO,22.3244353183,147.0,228.0,6-2 6-1,3,R32,,5.0,3.0,34.0,18.0,17.0,11.0,,0.0,0.0,1.0,3.0,56.0,41.0,21.0,3.0,,3.0,8.0
1363,49,Portoroz,Banka Koper Slovenia Open,2007-09-18,4,Outdoor,Hard,1st Round,3,Vrljic A.,Klepac A.,269.0,124.0,90.0,280.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.39,2.8,1.4,,,3.0,1.455,,,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-18,3,201617,,Q,Vrljic A.,R,,CRO,23.1266255989,269.0,90.0,201482,,WC,Klepac A.,R,,SLO,21.5140314853,124.0,280.0,6-2 6-4,3,R32,,5.0,4.0,65.0,33.0,25.0,15.0,,6.0,8.0,0.0,6.0,70.0,40.0,19.0,14.0,,7.0,12.0
1364,49,Portoroz,Banka Koper Slovenia Open,2007-09-19,4,Outdoor,Hard,1st Round,3,Vesnina E.,Hercog P.,58.0,395.0,515.75,49.25,6.0,3.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.14,5,1.12,5.65,1.14,5.2,1.156,6.83,,,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-19,14,201455,,,Vesnina E.,R,176.0,RUS,21.1279945243,58.0,515.0,201555,,WC,Hercog P.,R,182.0,SLO,16.6570841889,395.0,49.0,6-3 6-7(6) 6-4,3,R32,,2.0,6.0,99.0,65.0,46.0,14.0,,1.0,5.0,6.0,5.0,118.0,82.0,48.0,13.0,,5.0,12.0
1365,49,Portoroz,Banka Koper Slovenia Open,2007-09-19,4,Outdoor,Hard,1st Round,3,Dulko G.,Gagliardi E.,43.0,120.0,642.75,289.5,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3,1.33,3.15,1.35,3.05,1.377,3.45,1.33,3.2,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-19,13,201363,7.0,,Dulko G.,R,170.0,ARG,22.6283367556,43.0,642.0,200022,,,Gagliardi E.,R,,SUI,31.189596167,120.0,289.0,6-3 6-4,3,R32,,0.0,3.0,58.0,34.0,20.0,10.0,,2.0,6.0,0.0,4.0,67.0,44.0,21.0,9.0,,9.0,15.0
1366,49,Portoroz,Banka Koper Slovenia Open,2007-09-19,4,Outdoor,Hard,1st Round,3,Tu M.,Kostanic Tosic J.,47.0,91.0,589.5,377.75,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.61,2.2,1.53,2.4,1.53,2.4,,,1.53,2.44,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-19,4,200031,9.0,,Tu M.,R,,USA,29.6646132786,47.0,589.0,200056,,,Kostanic Tosic J.,L,168.0,CRO,26.1984941821,91.0,377.0,6-4 7-6(3),3,R32,,0.0,10.0,90.0,58.0,43.0,14.0,,5.0,6.0,1.0,5.0,96.0,57.0,37.0,19.0,,9.0,11.0
1367,49,Portoroz,Banka Koper Slovenia Open,2007-09-19,4,Outdoor,Hard,2nd Round,3,Dushevina V.,Benesova I.,46.0,98.0,591.75,356.5,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.22,4.0,1.26,3.6,1.307,3.96,1.24,3.9,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-19,20,201371,8.0,,Dushevina V.,R,180.0,RUS,20.9472963723,46.0,591.0,201331,,,Benesova I.,L,170.0,CZE,24.6242299795,98.0,356.0,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1368,49,Portoroz,Banka Koper Slovenia Open,2007-09-19,4,Outdoor,Hard,2nd Round,3,Bammer S.,Likhovtseva E.,20.0,63.0,1298.0,485.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.5,1.18,4.5,1.2,4.25,1.246,4.66,1.23,4.0,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-19,24,201446,2.0,,Bammer S.,L,174.0,AUT,27.3894592745,20.0,1298.0,200048,,,Likhovtseva E.,R,,RUS,32.0246406571,63.0,485.0,6-3 6-2,3,R16,,3.0,2.0,57.0,41.0,28.0,9.0,,2.0,4.0,0.0,8.0,51.0,23.0,14.0,8.0,,3.0,8.0
1369,49,Portoroz,Banka Koper Slovenia Open,2007-09-19,4,Outdoor,Hard,2nd Round,3,Zvonareva V.,Dechy N.,29.0,55.0,931.0,528.0,6.0,0.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.22,4,1.16,4.85,1.2,4.25,1.229,4.97,1.22,4.1,2007-W-T4-SLO-01A-2007,Portoroz,Hard,32,T4,2007-09-19,19,201329,5.0,,Zvonareva V.,R,172.0,RUS,23.0253251198,29.0,931.0,200109,,,Dechy N.,R,177.0,FRA,28.5694729637,55.0,528.0,6-0 5-7 6-4,3,R16,,1.0,6.0,95.0,60.0,36.0,20.0,,0.0,4.0,0.0,3.0,80.0,60.0,34.0,8.0,,4.0,11.0
